"Review";"Sentiment"
"satu pcs dipakai 1 jam panas satu lagi tidak bisa fast charging dibuang ke tong sampah langsung";0
"produk sesuai deskripsi dan normal no minus wow diluar ekspetasi semua fitur berfungsi baik packing aman harga terjangkau seller agak slow respon";2
"produk sesuai deskripsi semua fitur berfungsi baik awalnya takut ya karena ulasannya kebanyakan pada penyok tapi ini pas sampee aman kok gaiss aku checkoutnya sama bubble wrap dan sampe dengan aman barangnya juga baguss lumayan kokoh harganya murah lampunya juga terang makasiih seller seneng bangeet";2
"semua fitur berfungsi baik hanya sayangnya ada beberapa bagian tripod yg penyok dan ada bagian kaca ringlight yg retak mungkin pas pengiriman ya tapi overall alat berfungsi dengan baik";2
"produk sesuai deskripsi semua fitur berfungsi baik ukurannya sesuai bahannya bagus wow diluar ekspetasi";2
"seller ramah  responsif orderbayar langsung dikirim pengiriman 1 hari sampai kain bagus green screen berfungsi sangat baik terima kasih";2
"kain green screen nya datang sesuai deskripsi walaupun kainnya agak tipis tp gpp masih bisa dipakai dengan baik";2
"bebas bahan kimia proses cepat hemat listrik  boros listrik bisa muat banyak gampang dibawabawa bahan kokoh gampang dipakai penjualnya ramah banget proses pesanan cepat packaging aman  packaging rapi respon penjualnya top";2
"produk bagus harga ramah dompetpanjang tongkat 100cm ada 2 sisi satu untuk menggosok kotoran di kaca satu sisi lagi untuk menyapu semua kotoran";2
"produk nya okkaca bersih karet nya ok kain pembersih nya ok jg bersihin kaca walopun di awal sudah dipasang";2
"admin super responsifcartridge berfungsi dengan baiksayang bgt cuma bisa ngasih 5 bintang";2
"mantap dapet harga yg miring pengiriman sehari kemudian lgsg sampee packing aman dan rapih expired juga masih 2023 makasihhh";2
"penjualnya cukup baik namun untuk berikutnya tolong dibungkus dengan kardus supaya aman dan diberikan tanda bahwa paketnya dilarang ditimpah dan dijemur berlebihan mengingat isinya itu film kamera";2
"toko alat ukur dan repeater memang oke nih layanannya responsif dan cepat kirim dengan aman produk drone fpv s89 lumayan untuk santai bermain camera di udara perlu fine tuning aja untuk posisi stabil karena bobot ringan waspada kalo tiupan angin mulai berisik drone tello gw sebelumnya lenyap kebawa angin kencang di perbukitan sibeabea bulan lalu enjoy playing this cheap drone thank you boss";2
"best seller terima kasih untuk pengiriman cepat semuanya bekerja senang memesan dari anda terima kasih";2
"mantap mudah2 an awet ya barangnya sesuai gambar  packingnya aman  produk sesuai deskripsi";2
"cocok buat bersihin layar hp yang cepat kotor karena kena keringat garagara main game atau dipakai telepon cairan pembersihnya bening dan setelah disemprotkan bentuknya jadi semacam embun gitu dan engga berbau bentuk alatnya compact dan sekilas mirip vape tapi mungkin ukurannya agak awkward untuk disimpan di saku kecil engga besar juga engga pengirimannya juga cepat overall puas belanja barang ini di sini";2
"barang nya sesuai deskripsi dan foto bener2 bersih saat di coba dpat bebas ongkir jga dan cpat smpai terimakasih tokopedia dan seller";2
"cepat sekali pengirimannya sudah di coba produk sesuai deskripsi praktis dibawa kemana2 skrg sudh gk lagi layar hp yg kotor dan brminyak";2
"alhamdulillah untuk pengiriman yang kedua tidak pecah dan aman sampai tujuan";2
"bagus pengiriman rapi cuma ga sameday ya kayanya kemarin saya minta same day tapi suka sama sellernya sesuai ekspetasi";2
"bagus bgt seller baikbgt minta tolong kirim hari ini karena buru2 buat kado lgsg dikirim dan hasil cetak fotonya jg bagusbgt";2
"baguuus kuat kokoh cuma emang gabisa sejajar lurus kalau mau foto dari atas keliatan kaki bawahnya harus agak dinaikin dikit hp nya overall okee";2
"kualitas bagus pengirman cepat dan pelayanan cukup baik terima kasih";2
"isi lengkap tidak ada yg patah dapat dusnya juga setelah dirakit berfungsi baik";2
"walaupun dapat saat harga flash sale tetapi kualitas barang nya tetap bagus dan struktur nya kokoh utk smartphone pada umum nya";2
"barang sudah sampai pelayanan cepat sekali packing aman dan barang sesuai deskripsi terimakasih dan sukses selalu yaa";2
"gimbal yang sangat cocok utk iphone dan hp flagship yang sudah memiliki stabilisasi bagus sehingga gimbal ini hanya penambah support supaya lbh stabil samsung note 10 berfungsi dengan baik dengan catatan tdk boleh menggunakan casing jika mau menggunakan casing maka bantalan pad nya harus dilepas bs dilihat pada foto fungsi zoom berfungsi dengan baik fungsi mode video ke kamera juga berfungsi dengan baik ganti kamera depan dg belakang juga berfungsi dengan baik cuma jika menggunakan hp murah seperti xiaomi note 9 gambarnya lebih goyang ketimbang pake hp flagship stabilisasi ketika tongkat tongsis dipanjangkan tidak direkomendasikan kalau digunakan sambil berjalan hasilnya tidak terlalu stabil bahkan jika tongsisnya dimajukan 1cm saja hasilnya sudah ga bgt stabil";2
"produk sesuai deskripsi semua fitur berfungsi baik walopun packing sederhana n kreseknya jebol karna but over all barang berfungsi dengan baik thx recomended seller";2
"pengantaran tepat waktu packaging rapih barang juga dalam kondisi bagus";2
"mantap sesuai normal bisa digunakan semoga awet batrainya cr2032 langsung include";2
"paket sudah sampai dan sesuai dengan pesanan remote shutter nya berfungsi dengan baik dan tidak ribet kalok mau dipakai praktis dibawa kemana";2
"terimakasih barangnya sudahsampai dan sangat bagus berguna baget sihh ini pengiriman juga cepat";2
"pengiriman cepat pengemasan aman mudah dipasang dan digunakan bonus backgroundnya juga banyak hasil fotonya cukup memuaskan bagi saya hanya saja saya tidak begitu yakin dengan ketahanan bahannya apabila dilakukan copot pasang berulang kali tapi secara keseluruhan bagus dan memuaskan";2
"barang sudah sampai di rumah tidak ada kerusakan sama sekali saat pengiriman dan setelah dicoba sangat memuaskan terima kasih";2
"saya senang produknya dipaketkan dengan rapi dan tidak ada cacat recommended";2
"pengiriman cepat harganya murah kualitas oke masih diplastik ini saya foto setelah dikeluarin dari plastik pembungkusnya kainnya lembut dan berukuran kecil jadi mudah dibawa ke manamana";2
"respon dan pengiriman sangat cepat sangat rekomen dan pasti akan belanja di toko ini lagi";2
"respon seller cukup baik proses pengiriman baik kurir pengiriman cepat produk untuk stock semoga cocok pakai";2
"senang sekali karena sekarang untuk produk ini packingnya tidak dilakban lakban lagi sudah dimasukkan plastik per 5 pack";2
"barang dalam kondisi prima nyampenya juga cepet cuma sehari terima kasih seller";2
"produk sesuai deskripsi pemasangan mudah kualitas gambar bagus pakai aplikasi v380 pro";2
"sedikit ada kendala tapi semuanya sudah normal kembali  makasih respon toko percakapan baik";2
"barang ok pengiriman lamaa konfirmasi aja butuh 2 hari packing ga banget ga pake buble";2
"pembelian kedua sayang kabel ga sesuai jadi beli kabel dulu tapi produk masih ok berfungsi dengan baik terima kasih";2
"brg berfungsi dg baikwalau terkendala diawal cara pengoprasiantp stlah 1 jam mncba akhirnya bisasmoga awet";2
"pesen jam 3 terus jam 5 kurang barang udah sampe karena pake gosend instant dapet potongan gosend instant 30rb jadi cuman bayar harga refill instaxnya doang thankyou kakk";2
"uda 2x beli di toko ini dan puas banget banget adminnya baik banget karna butuh cepet dan selalu response thank you";2
"ini juga sama krn pesannya barengan packing baik tp sbnernya bs suapaya aman di bubble wrap aja sedikit mungkin ya soalnya saya pake grab express klo di masukin ke kantong doang kyknya kurang aman aja tapi produk bagus ga ada kerusakan respon penjual cepat";2
"baru transfer satu jam kemudian barang nyampe cepat bat  ya walaupun harga go send sdikit rada mahal recommended seller nih gaes makasih ya sis semoga makin banyak diskon d";2
"respon cepat gosend ke pamulang cepat dapat diandalkan tepat saat dibutuhkan kualitas okeee bgt untuk harga segitu hasil juga cukup memuaskan thank youuu";2
"penjual bisa menjaga kualitas barang dan pengirimannya yang cepat ini kali kedua pesen disini terimakasih ya";2
"bulan lalu beli sepaket sama standnyajadinya sampe lama ke kupang ntt krn buru free ongkir wkwk kainnya emg tipe kasar di tangan tapi justru cocok dipake green screen krn ga gampang robek n kotor pake rekam video juga ngejreng pas lah kalo beli sama standnya jangan lupa beli jepitnya juga";2
"green screen sudah nyampe bahan cukup tebal mirip ntah sama dengan positiveie bag yg bagus warna hijau cerah oke lah buat green screen";2
"barang yang dikirim mantapp bahannya tebal dan tahan air cocok utk di air seller juga fast respon thx u";2
"lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan2";2
"kualitas mantap walau agak kotor dan ada banyak goresan tp udah uji coba aman kiriman cepat ga nunggu lama pokoknya best recomend";2
"kualitas barang sesuai dengan harganya cukup bagus hanya dibagian saat memasang kepala untuk pegangan ponsel saja yg sedikit harus menekan kepalanya ke bagian murnya";2
"tripodnya berkualitas produk sesuai deskripsi packingnya aman  cuma sayanggak tau kenapa bagian tengahnya gak bisa di pasanggak ngait di aluminiumnya malah lepas terus gak bisa nahan beban hppaling bs di lem dlu bru di pakaithanks tokopedia dan toko yg terkaitsmga lancar usahanya overall bgs";2
"semuanya bagus tripodnya kokoh pengemasan aman rapih pokoknya seneeeeeng bgt makasih tokopedia";2
"lumayan sebagai pengguna baru cuman bayar ongkir 6 ribu pengiriman cepet kualitas  harga untuk hp oke asal ga ada angin kenceng soalnya materialnya  harga nya untuk dslr gak rekomen";0
"sudah diterimapackingnya rapihtebal bungkusnya double buble warpingjd aman isinyasellernya fast respon fast deliverypositive job mksh buat agan sellernya dan abang kurir yg ramah";2
"respon admin oke ekspedisi kurir aman packing ergonomis dan selamat sampai tujuan minus tidak ada perbandingan barang sesuai foto testi saya harga dan barang sesuai dan baterai normal ya gan";2
"packing bagus reson penjual cepat baterai sudah dicoba berfungsi normal hanya saja tadi waktu buat ngerekam video sempat tibatiba ngedrop auto kamera mati sekarang baru dicas semoga nanti normal lagi";2
"pengiriman cepat packaging oke seller ramah recommended sih udah berkalikali beli di sini kualitas juga oke mantapp min tingkatkan";2
"sedikit seret kalo dipadukan dengan produk original pake sedikit kekuatan bisa masuk overall puas sekali dengan produk bahan dan finishing bagus haturnuhun";2
"barang sampai tepat waktuaman dan rapihmantap gan dapet bonus lagithe bast pokoknya kalian wajib blanja di olshop ini boz makasih barangnya";2
"produk sampai dengan baik dan dikemas dengan rapi dan kedap sesuai deskripsi dan tanpa cacat harga produk yg ditawarkan wajar response seller juga cepat dan pengiriman juga relatif cepat terima kasih dan sukses selalu";2
"kemasan bubble wrap rapih tapi kardusnya sedikit penyok tapi arm bracketnya baik saja langsung dipasangtripodnya kokoh produk sesuai";2
"pro  harga kaget flash sale respon seller cepat dlm proses konstruksi hampir seluruh nya dari logam kecuali mic holder con  base plate tipis baut ball head tidak presisi jadi harus gantimodif baut konektor arm uk 38x16tpi bkn 14 jd kurang compactible holder hp kurang panjang jd kl hp berat suka jatuh jika posisi menghadap ke bawah";2
"packing dan kemasan baik dan aman jumlah order sesuai dan telah diterima komplit terima kasih semoga batere dan lainnya awet digunakan";2
"udah di tes baterai compatibel ane pake dslr 1100d";2
"mantap barang ga mengecewakan sumpah di sony a5100 ku awet jg btrenya lebih lama daripada btre ori malah";2
"mantap harga dan kualitas sebanding lebih worth it daripada battery ori nya btw padahal beda durasi battery ny cm beda belasan menit tp harganya beda ratusan ribu mending pake battery powerextra tp beli banyak";2
"setelah 6 hari penantian akhirnya tiba juga barang udah di cek kondisi baterai aman charger aman all safe terima kasih";2
"plastiknya cukup tebal desainnya keliatan cukup kokoh langsung dipakai utk zoom hape stabil mudah2an awet";2
"sesuai dengan harga dan yg paling penting pelayanan cepat bagi saya yg dropshiper sangat terbantu terima kasih ka";2
"kainnya tebel murah dan manfaat utk menutup latar belakang ketika zoom meeting pengiriman juga cepat makasih";2
"luarbiasaaa udh 2x beli di toko ini penjualnya ngerti kebutuhan sy butuh urgent hari minggu tetap dihandle pdhl hrsnya libur dan pake sameday tp nyampenya ekspress dari jaksel  bekasi puji tuhan  thanks so much seller dan kurir sameday gbu";2
"mantap hijau terang cuman sayang agak kelipet kotak kotak jadinya gatau cara ngelurusinnya gimana disetrika kayaknya lengket";2
"sudah kesekian kalinya pesen green screen di sini dan tetap selalu puas dengan pelayanan dan produknya";2
"seller ramah pengirimannya juga cepat dan barangnya mantap positive banget tokonya";2
"saya tidak pernah dikecewakan oleh toko ini pokoknya untuk urusan videografi dan fotografi saya senang belanja di sini";2
"flash yg simple pengaturannya harga terjangkau buat pemula oke lah sayang saya sudah pro hehehe";2
"kameranya bagus banget pengirimannya cepat penjualnya juga ramah banget suka banget belanja disini";2
"kameranya berfungsi untuk kualitas gambar tentunya sesuai harga ya seperti kamera anak sejenis sayangnya kabelnya kotor sekali seperti bekas sudah coba dibersihkan juga tidak bisa";2
"jkt  bdg cmn butuh waktu semalem packing nya mntp pack nya rapi kgak d lecet suara nya enak bet buat rekaman fingerstyle akustik gatau dah mntp pokoknya";2
"proses kemaskirim  lumayan cpt packaging  bubble wrap tipis sesama jakarta masih aman dus agak penyok kualitas barang  aman berfungsi compatoble dg cam iphone 8 tanpa apps tambahan tapi kalau mau dengar hasil rekaman copot mic dulu";2
"barang original sudah di cek keasliannya sudah di coba dan berfungsi dengan baik pengiriman menggunakan pos indonesia gilaaaa cepet nya ampun dah gak ada obat beli sabtu sampe purwokerto hari minggu gilaaaaa 1 hari cooooy wow diluar ekspetasi semua fitur berfungsi baik produk sesuai deskripsi suaranya bagus dan jernih";2
"alhamdulillah barang sampai di tgl 611 isi dusnya  instruction manual book kartu garansi stiker boya tas kecil boya seperangkat mic batereinya  jack adaptor kayaknya untuk koneksi ke amplifier";2
"kualitas produk bagus butuh waktu agak lama untuk ngecharge berhubung lampunya kecil jadi cahayanya ga semerata kalau pakai ringlight tapi cukup okay karena ringkes dan bisa di bawa kemana saja";2
"puas banget  barang sesuai harapan kualitas bahan bagus dan kokohresponse penjual sangat baik cepat terima kasih banyak gansukses selalu ya";2
"sblmnya maaf boxnya gasempet difoto tapi packingnya rapih bre  walau bukan pakai bubble wrap tpi tebel dan aman dari guncangan dan benturan padahal isinya juga kokoh  harga udah murah pelayanan juga terbaik dari sellernya gila sih pokoknya juara sih ini  build nya kokoh besi dan kontrolnya agak sulit btw krn hanya cukup control di sikunya tapi kalau dh terbiasa sih enak aja";2
"tripodnya mantap dipakai sesuai kebutuhan ygbsederhana untuk taro hp dan kamera buat suting dan foto sederhana mumpuni banget budget fits the function keren";2
